"","fy","fund","agency","source","interfund_trans","from_fund","source_name.x","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","revenuesource","total","source_name_AWM","source_name.y","source_name_formula","rev_type","rev_type_name","amnesty","local","type_assigned","source_flag","med_option_recent","rev_type_new"
"196",2021,"0059","524","1121",NA,NA,"MISCELLANEOUS",157902.25,NA,"PUBLIC UTILITY","IL COMMERCE COMMISSION","D","SPECIAL STATE FUNDS","0059","0059","0",NA,"1","PUBLIC UTILITY","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"197",2021,"0065","532","1121",NA,NA,"MISCELLANEOUS",136.24,NA,"U S ENVIRONMENTAL PROTECTION","ENVIRONMENTAL PROTECT AGENCY","G","FEDERAL TRUST FUNDS","0065","0065","0",NA,"1","U S ENVIRONMENTAL PROTECTION","G","Federal Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"198",2021,"0081","444","1121",NA,NA,"MISCELLANEOUS",4150,NA,"VOCATIONAL REHABILITATION","HUMAN SERVICES","G","FEDERAL TRUST FUNDS","0081","0081","0",NA,"1","VOCATIONAL REHABILITATION","G","Federal Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"199",2021,"0137","422","1121",NA,NA,"MISCELLANEOUS",4392.7,NA,"PLUGGING & RESTORATION","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0137","0137","0",NA,"1","PLUGGING & RESTORATION","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"200",2021,"0144","586","1121",NA,NA,"MISCELLANEOUS",7000,NA,"SBE SPECIAL PURPOSE TRUST","STATE BOARD OF EDUCATION","I","STATE TRUST FUNDS","0144","0144","0",NA,"1","SBE SPECIAL PURPOSE TRUST","I","State Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"201",2021,"0270","532","1121",NA,NA,"MISCELLANEOUS",1.2,NA,"WATER REVOLVING","ENVIRONMENTAL PROTECT AGENCY","D","SPECIAL STATE FUNDS","0270","0270","0",NA,"1","WATER REVOLVING","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"202",2021,"0301","426","1121",NA,NA,"MISCELLANEOUS",38.88,NA,"WORKING CAPITAL REVOLVING","CORRECTIONS","H","REVOLVING FUNDS","0301","0301","0",NA,"1","WORKING CAPITAL REVOLVING","H","Revolving Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"203",2021,"0303","416","1121",NA,NA,"MISCELLANEOUS",16786.95,NA,"STATE GARAGE REVOLVING","CENTRAL MANAGEMENT","H","REVOLVING FUNDS","0303","0303","0",NA,"1","STATE GARAGE REVOLVING","H","Revolving Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"204",2021,"0304","448","1121",NA,NA,"MISCELLANEOUS",522949.67,NA,"TECHNOLOGY MGMNT REVOLVING","INNOVATION AND TECHNOLOGY","H","REVOLVING FUNDS","0304-B","0304","2",NA,"1","TECHNOLOGY MGMNT REVOLVING","H","Revolving Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"205",2021,"0314","416","1121",NA,NA,"MISCELLANEOUS",8598048.12,NA,"FACILITIES MANAGEMENT REVOLV","CENTRAL MANAGEMENT","H","REVOLVING FUNDS","0314","0314","0",NA,"1","FACILITIES MANAGEMENT REVOLV","H","Revolving Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"206",2021,"0317","416","1121",NA,NA,"MISCELLANEOUS",208,NA,"PROFESSIONAL SERVICES","CENTRAL MANAGEMENT","H","REVOLVING FUNDS","0317","0317","0",NA,"1","PROFESSIONAL SERVICES","H","Revolving Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"207",2021,"0339","684","1121",NA,NA,"MISCELLANEOUS",85300,NA,"IL COMM COLL BRD CONTRCT & GRT","IL COMMUNITY COLLEGE BOARD","D","SPECIAL STATE FUNDS","0339","0339","0",NA,"1","IL COMM COLL BRD CONTRCT & GRT","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"208",2021,"0410","586","1121",NA,NA,"MISCELLANEOUS",881,NA,"SBE FEDERAL DEPT OF AGRI","STATE BOARD OF EDUCATION","G","FEDERAL TRUST FUNDS","0410","0410","0",NA,"1","SBE FEDERAL DEPT OF AGRI","G","Federal Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"209",2021,"0428","210","1121",NA,NA,"MISCELLANEOUS",20.5,NA,"SUPREME COURT HISTORIC PRESERV","SUPREME COURT HISTORIC PRSRVTN","D","SPECIAL STATE FUNDS","0428","0428","0",NA,"1","SUPREME COURT HISTORIC PRESERV","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"210",2021,"0455","557","1121",NA,NA,"MISCELLANEOUS",48678850.41,NA,"IL STATE TOLL HIGHWAY AUTH","IL STATE TOLL HIGHWAY AUTH","I","STATE TRUST FUNDS","0455","0455","0",NA,"1","IL STATE TOLL HIGHWAY REVENUE","I","State Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"211",2021,"0482","370","1121",NA,NA,"MISCELLANEOUS",990,NA,"UNCLAIMED PROPERTY TRUST","TREASURER","I","STATE TRUST FUNDS","0482","0482","0",NA,"1","UNCLAIMED PROPERTY TRUST","I","State Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"212",2021,"0488","546","1121",NA,NA,"MISCELLANEOUS",56308.24,NA,"CRIMINAL JUSTICE TRUST","IL CRIMINAL JUSTICE INFO AUTH","G","FEDERAL TRUST FUNDS","0488","0488","0",NA,"1","CRIMINAL JUSTICE TRUST","G","Federal Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"213",2021,"0523","425","1121",NA,NA,"MISCELLANEOUS",15765.16,NA,"DEPT OF CORRECTIONS REIMBURSEM","JUVENILE JUSTICE","D","SPECIAL STATE FUNDS","0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"214",2021,"0523","426","1121",NA,NA,"MISCELLANEOUS",52068.43,NA,"DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS","D","SPECIAL STATE FUNDS","0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"215",2021,"0538","422","1121",NA,NA,"MISCELLANEOUS",672.46,NA,"IL HISTORIC SITES","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"216",2021,"0619","497","1121",NA,NA,"MISCELLANEOUS",2914.21,NA,"QUINCY VETERAN HOME","VETERANS' AFFAIRS","D","SPECIAL STATE FUNDS","0619","0619","0",NA,"1","QUINCY VETERAN HOME","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"217",2021,"0664","691","1121",NA,NA,"MISCELLANEOUS",1234659.15,NA,"STUDENT LOAN OPERATING","IL STUDENT ASSISTANCE COMM","G","FEDERAL TRUST FUNDS","0664","0664","0",NA,"1","STUDENT LOAN OPERATION","G","Federal Trust Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"218",2021,"0710","588","1121",NA,NA,"MISCELLANEOUS",104.83,NA,"HOMELAND SEC EMERG PREPAR TRST","IL EMERGENCY MANAGEMENT AGCY","G","FEDERAL TRUST FUNDS","0710-B","0710","2",NA,"1","HOMELAND SECURITY EMERG PREPAR","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"219",2021,"0711","458","1121",NA,NA,"MISCELLANEOUS",3611.28,NA,"STATE LOTTERY","STATE LOTTERY","D","SPECIAL STATE FUNDS","0711","0711","0",NA,"1","STATE LOTTERY","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"220",2021,"0768","692","1121",NA,NA,"MISCELLANEOUS",8722.45,NA,"IL MATH & SCIENCE ACAD INCOME","IL MATH AND SCIENCE ACADEMY","D","SPECIAL STATE FUNDS","0768","0768","0",NA,"1","IL MATH & SCIENCE ACAD INCOME","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"221",2021,"0776","506","1121",NA,NA,"MISCELLANEOUS",119637.14,NA,"PRES LIBR & MUSEUM OPERATING","ABE LINCOLN PRES LIBRARY & MUS","D","SPECIAL STATE FUNDS","0776","0776","0",NA,"1","PRES LIBR & MUSEUM OPERATING","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"222",2021,"0796","588","1121",NA,NA,"MISCELLANEOUS",1086.78,NA,"NUC SAFETY EMERG PREPAREDNESS","IL EMERGENCY MANAGEMENT AGCY","D","SPECIAL STATE FUNDS","0796","0796","0",NA,"1","NUC SAFETY EMERG PREPAREDNESS","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"223",2021,"0879","569","1121",NA,NA,"MISCELLANEOUS",18333.67,NA,"TRAFFIC & CRIM CONVICTION SUR","IL LAW ENFORCE TRAIN & STDS BD","D","SPECIAL STATE FUNDS","0879","0879","0",NA,"1","TRAFFIC & CRIM CONVICTION SUR","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"224",2021,"0907","416","1121",NA,NA,"MISCELLANEOUS",25,NA,"HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT","D","SPECIAL STATE FUNDS","0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"225",2021,"0980","497","1121",NA,NA,"MISCELLANEOUS",111.41,NA,"MANTENO VETERANS HOME","VETERANS' AFFAIRS","D","SPECIAL STATE FUNDS","0980","0980","0",NA,"1","MANTENO VETERANS HOME","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"226",2021,"0001","101","1125",NA,NA,"DISTRICT OFFICE ALLOTMENT",50.12,NA,"GENERAL REVENUE","GENERAL ASSEMBLY","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"DISTRICT OFFICE ALLOTMENT","DISTRICT OFFICE ALLOTMENT","DISTRICT OFFICE ALLOTMENT","78",".",NA,0,NA,NA,0,"78"
"227",2021,"0001","416","1201",NA,NA,"STATE   PROPERTY  SALES",1027045.38,NA,"GENERAL REVENUE","CENTRAL MANAGEMENT","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"STATE   PROPERTY  SALES","STATE   PROPERTY  SALES","STATE   PROPERTY  SALES","78",".",NA,0,NA,NA,0,"78"
"228",2021,"0011","416","1201",NA,NA,"STATE   PROPERTY  SALES",592543.26,NA,"ROAD","CENTRAL MANAGEMENT","B","HIGHWAY FUNDS","0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1",NA,NA,"STATE   PROPERTY  SALES","STATE   PROPERTY  SALES","STATE   PROPERTY  SALES","78",".",NA,0,NA,NA,0,"78"
"229",2021,"0328","416","1201",NA,NA,"STATE   PROPERTY  SALES",744779.92,NA,"STATE POLICE VEHICLE MNTCE","CENTRAL MANAGEMENT","D","SPECIAL STATE FUNDS","0328","0328","0",NA,"1","STATE POLICE VEHICLE MNTCE","D","Special State Funds","1","1",NA,NA,"STATE   PROPERTY  SALES","STATE   PROPERTY  SALES","STATE   PROPERTY  SALES","78",".",NA,0,NA,NA,0,"78"
"230",2021,"0903","416","1201",NA,NA,"STATE   PROPERTY  SALES",964.46,NA,"STATE SURPLUS PROPERTY REV","CENTRAL MANAGEMENT","H","REVOLVING FUNDS","0903","0903","0",NA,"1","STATE SURPLUS PROPERTY REV","H","Revolving Funds","1","1",NA,NA,"STATE   PROPERTY  SALES","STATE   PROPERTY  SALES","STATE   PROPERTY  SALES","78",".",NA,0,NA,NA,0,"78"
"231",2021,"0421","478","1205",NA,NA,"THIRD   PARTY  LIABILITY",17474012.34,NA,"PUBLIC AID RECOVERIES TRUST","HEALTHCARE & FAMILY SERVICES","I","STATE TRUST FUNDS","0421","0421","0",NA,"1","PUBLIC AID RECOVERIES TRUST","I","State Trust Funds","1","1",NA,NA,"THIRD   PARTY  LIABILITY","THIRD   PARTY  LIABILITY","THIRD   PARTY  LIABILITY","78",".",NA,0,NA,NA,0,"78"
"232",2021,"0041","422","1214",NA,NA,"PRODUCT SALES",5923.84,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1",NA,NA,"PRODUCT SALES","PRODUCT SALES","PRODUCT SALES","78",".",NA,0,NA,NA,0,"78"
"233",2021,"0428","210","1214",NA,NA,"PRODUCT SALES",511.58,NA,"SUPREME COURT HISTORIC PRESERV","SUPREME COURT HISTORIC PRSRVTN","D","SPECIAL STATE FUNDS","0428","0428","0",NA,"1","SUPREME COURT HISTORIC PRESERV","D","Special State Funds","1","1",NA,NA,"PRODUCT SALES","PRODUCT SALES","PRODUCT SALES","78",".",NA,0,NA,NA,0,"78"
"234",2021,"0767","370","1214",NA,NA,"PRODUCT SALES",18915,NA,"COMMEMORATIVE MEDALLIONS","TREASURER","I","STATE TRUST FUNDS","0767-B","0767","2",NA,"1","COMMEMORATIVE MEDALLIONS","D","Special State Funds","1","1",NA,NA,"PRODUCT SALES","PRODUCT SALES","PRODUCT SALES","78",".",NA,0,NA,NA,0,"78"
"235",2021,"0905","422","1214",NA,NA,"PRODUCT SALES",275369.6,NA,"IL FORESTRY DEVELOPMENT","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0905","0905","0",NA,"1","IL FORESTRY DEVELOPMENT","D","Special State Funds","1","1",NA,NA,"PRODUCT SALES","PRODUCT SALES","PRODUCT SALES","78",".",NA,0,NA,NA,0,"78"
"236",2021,"0265","494","1215",NA,NA,"LOAN REPAYMENT",797389.28,NA,"STATE RAIL FREIGHT LOAN REPAY","TRANSPORTATION","D","SPECIAL STATE FUNDS","0265","0265","0",NA,"1","STATE RAIL FREIGHT LOAN REPAY","D","Special State Funds","1","1",NA,NA,"LOAN REPAYMENT","LOAN REPAYMENT","LOAN REPAYMENT","78",".",NA,0,NA,NA,0,"78"
"237",2021,"0040","422","1220",NA,NA,"BOAT DOCK & RELATED FEES",3343,NA,"STATE PARKS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1",NA,NA,"BOAT DOCK & RELATED FEES","BOAT DOCK & RELATED FEES","BOAT DOCK & RELATED FEES","78",".",NA,0,NA,NA,0,"78"
"238",2021,"0041","422","1220",NA,NA,"BOAT DOCK & RELATED FEES",870,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1",NA,NA,"BOAT DOCK & RELATED FEES","BOAT DOCK & RELATED FEES","BOAT DOCK & RELATED FEES","78",".",NA,0,NA,NA,0,"78"
"239",2021,"0982","422","1222",NA,NA,"CONCESSION REVENUE",415958.68,NA,"ADELINE JAY GEO-KARIS IL BEACH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0982","0982","0",NA,"1","ADELINE JAY GEO-KARIS IL BEACH","D","Special State Funds","1","1",NA,NA,"CONCESSION REVENUE","CONCESSION REVENUE","CONCESSION REVENUE","78",".",NA,0,NA,NA,0,"78"
"240",2021,"0296","310","1223",NA,NA,"EXECUTIVE MANSION",800,NA,"IL EXECUTIVE MANSION TRUST","GOVERNOR","I","STATE TRUST FUNDS","0296","0296","0",NA,"1","IL EXECUTIVE MANSION TRUST","I","State Trust Funds","1","1",NA,NA,"EXECUTIVE MANSION","EXECUTIVE MANSION","EXECUTIVE MANSION","78",".",NA,0,NA,NA,0,"78"
"241",2021,"0040","422","1224",NA,NA,"MISCELLANEOUS",218377.8,NA,"STATE PARKS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"242",2021,"0041","422","1224",NA,NA,"MISCELLANEOUS",467969.11,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1",NA,NA,"MISCELLANEOUS","MISCELLANEOUS","MISCELLANEOUS","78",".",NA,0,NA,NA,0,"78"
"243",2021,"0001","115","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",110,NA,"GENERAL REVENUE","LEGISLATIVE REFERENCE BUREAU","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"244",2021,"0001","340","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",38,NA,"GENERAL REVENUE","ATTORNEY GENERAL","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"245",2021,"0001","350","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",1460.4,NA,"GENERAL REVENUE","SECRETARY OF STATE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"246",2021,"0001","418","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",3540.29,NA,"GENERAL REVENUE","CHILDREN AND FAMILY SERVICES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"247",2021,"0001","420","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",584.8,NA,"GENERAL REVENUE","COMMERCE AND ECONOMIC OPPORTUN","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"248",2021,"0001","422","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",290.75,NA,"GENERAL REVENUE","NATURAL RESOURCES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"249",2021,"0001","426","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",580.36,NA,"GENERAL REVENUE","CORRECTIONS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"250",2021,"0001","442","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",835.05,NA,"GENERAL REVENUE","HUMAN RIGHTS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"251",2021,"0001","444","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",1918.11,NA,"GENERAL REVENUE","HUMAN SERVICES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"252",2021,"0001","537","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",10,NA,"GENERAL REVENUE","GUARDIAN & ADVOCACY COMM","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"253",2021,"0001","548","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",195,NA,"GENERAL REVENUE","IL EDUCAT LABOR RELATIONS BD","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"254",2021,"0001","586","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",205.48,NA,"GENERAL REVENUE","STATE BOARD OF EDUCATION","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"255",2021,"0021","440","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",900,NA,"FINANCIAL INSTITUTION","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0021","0021","0",NA,"1","FINANCIAL INSTITUTION","D","Special State Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"256",2021,"0022","440","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",279,NA,"GENERAL PROFESSIONS DEDICATED","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0022","0022","0",NA,"1","GENERAL PROFESSIONS DEDICATED","D","Special State Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"257",2021,"0039","422","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",5754.51,NA,"STATE BOATING ACT","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"258",2021,"0040","422","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",19602.5,NA,"STATE PARKS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"259",2021,"0041","422","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",9739.69,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"260",2021,"0047","592","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",500,NA,"FIRE PREVENTION","OFFICE OF THE STATE FIRE MARSH","D","SPECIAL STATE FUNDS","0047","0047","0",NA,"1","FIRE PREVENTION","D","Special State Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"261",2021,"0052","427","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",224.36,NA,"FEDERAL TITLE III SS & EMPLOY","EMPLOYMENT SECURITY","G","FEDERAL TRUST FUNDS","0052","0052","0",NA,"1","FEDERAL TITLE III SS & EMPLOY","G","Federal Trust Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
"262",2021,"0057","440","1228",NA,NA,"REIM/JURY DUTY & RECOVERIES",1805.02,NA,"IL STATE PHARMACY DISCIPLINARY","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0057","0057","0",NA,"1","IL STATE PHARMACY DISCIPLINARY","D","Special State Funds","1","1",NA,NA,"REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","REIM/JURY DUTY & RECOVERIES","78",".",NA,0,NA,NA,0,"78"
