fy,fund,agency,source,interfund_trans,from_fund,source_name.x,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,revenuesource,total,source_name_AWM,source_name.y,source_name_formula,rev_type,rev_type_name,amnesty,local,type_assigned,source_flag,med_option_recent,rev_type_new
2018,0797,442,2246,0,9999,PUBLIC CONTRACTS-FILING FEES,117000,NA,DEPT HUMAN RIGHTS SPECIAL,HUMAN RIGHTS,NA,NA,0797,0797,0,NA,1,DEPT HUMAN RIGHTS SPECIAL,D,Special State Funds,1,1,NA,NA,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,39,.,NA,0,NA,NA,0,39
2019,0797,442,2246,0,9999,PUBLIC CONTRACTS-FILING FEES,146925,rev ioc 12.11.2019,DEPT HUMAN RIGHTS SPECIAL,HUMAN RIGHTS,NA,NA,0797,0797,0,NA,1,DEPT HUMAN RIGHTS SPECIAL,D,Special State Funds,1,1,NA,NA,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,39,.,NA,0,NA,NA,0,39
2020,0797,442,2246,0,9999,PUBLIC CONTRACTS-FILING FEES,136275,rev ioc 03.11.2020,DEPT HUMAN RIGHTS SPECIAL,HUMAN RIGHTS,NA,NA,0797,0797,0,NA,1,DEPT HUMAN RIGHTS SPECIAL,D,Special State Funds,1,1,NA,NA,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,39,.,NA,0,NA,NA,0,39
2021,0797,442,2246,NA,NA,PUBLIC CONTRACTS-FILING FEES,111903,NA,DEPT HUMAN RIGHTS SPECIAL,HUMAN RIGHTS,D,SPECIAL STATE FUNDS,0797,0797,0,NA,1,DEPT HUMAN RIGHTS SPECIAL,D,Special State Funds,1,1,NA,NA,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,39,.,NA,0,NA,NA,0,39
2022,0797,442,2246,NA,9999,PUBLIC CONTRACTS-FILING FEES,114151,rev_ioc_22.08.01,DEPT HUMAN RIGHTS SPECIAL,HUMAN RIGHTS,NA,NA,0797,0797,0,NA,1,DEPT HUMAN RIGHTS SPECIAL,D,Special State Funds,1,1,NA,NA,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,PUBLIC CONTRACTS-FILING FEES,39,.,NA,0,NA,NA,0,39
2010,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,150,rev IOC 13.08.02,NA,NA,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2011,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,150,rev IOC 13.08.02,NA,NA,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2012,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,90,rev IOC 13.08.02,NA,NA,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2013,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,1470,rev IOC 13.08.02,NA,NA,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2014,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,1035,rev IOC 15.09.28,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2015,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,2235,rev ioc 16.01.07,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2016,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,2070,rev ioc 16.08.04,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2017,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,3155,rev ioc 17.11.29,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2018,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,225,NA,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2019,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,1785,rev ioc 12.11.2019,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2020,0483,350,2247,0,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,1650,rev ioc 03.11.2020,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2021,0483,350,2247,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,4275,NA,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,D,SPECIAL STATE FUNDS,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2022,0483,350,2247,NA,9999,DEPOSIT/RETRIEVAL OF WILLS FEE,1925,rev_ioc_22.08.01,SECRETARY OF STATE SPEC SERV,SECRETARY OF STATE,NA,NA,0483,0483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,NA,NA,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,DEPOSIT/RETRIEVAL OF WILLS FEE,39,.,NA,0,NA,NA,0,39
2010,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,200,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2011,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,850,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2012,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,250,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2013,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,800,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2014,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,675,rev IOC 15.09.28,GENERAL REVENUE,STATE BOARD OF EDUCATION,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2015,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,425,rev ioc 16.01.07,GENERAL REVENUE,STATE BOARD OF EDUCATION,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2016,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,625,rev ioc 16.08.04,GENERAL REVENUE,STATE BOARD OF EDUCATION,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2017,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,750,rev ioc 17.11.29,GENERAL REVENUE,STATE BOARD OF EDUCATION,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2018,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,475,NA,GENERAL REVENUE,STATE BOARD OF EDUCATION,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2019,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,300,rev ioc 12.11.2019,GENERAL REVENUE,STATE BOARD OF EDUCATION,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2020,0001,586,2255,0,9999,REVIEW & INSPECT SCHOOL FACLTY,450,rev ioc 03.11.2020,GENERAL REVENUE,STATE BOARD OF EDUCATION,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2021,0001,586,2255,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,1025,NA,GENERAL REVENUE,STATE BOARD OF EDUCATION,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2022,0001,586,2255,NA,9999,REVIEW & INSPECT SCHOOL FACLTY,475,rev_ioc_22.08.01,GENERAL REVENUE,STATE BOARD OF EDUCATION,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,REVIEW & INSPECT SCHOOL FACLTY,39,.,NA,0,NA,NA,0,39
2010,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,4350,rev IOC 13.08.02,NA,NA,NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2011,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,7600,rev IOC 13.08.02,NA,NA,NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2012,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,1450,rev IOC 13.08.02,NA,NA,NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2013,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,1250,rev IOC 13.08.02,NA,NA,NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2014,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,1650,rev IOC 15.09.28,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2015,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,1350,rev ioc 16.01.07,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2016,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,1750,rev ioc 16.08.04,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2017,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,1200,rev ioc 17.11.29,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2018,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,2150,NA,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2019,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,750,rev ioc 12.11.2019,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2020,0905,422,2256,0,9999,BURN MANAGER CERTIFICATE,1000,rev ioc 03.11.2020,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2021,0905,422,2256,NA,NA,BURN MANAGER CERTIFICATE,1000,NA,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",D,SPECIAL STATE FUNDS,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2022,0905,422,2256,NA,9999,BURN MANAGER CERTIFICATE,900,rev_ioc_22.08.01,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",NA,NA,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,NA,NA,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,BURN MANAGER CERTIFICATE,39,.,NA,0,NA,NA,0,39
2010,0129,565,2260,0,9999,VIDEO GAMING APPLICATION FEES,142500,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VIDEO GAMING APPLICATION FEES,VIDEO GAMING APPLICATION FEES,VIDEO GAMING APPLICATION FEES,39,.,NA,0,1,NA,0,39
2011,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,83565,rev IOC 13.08.02,NA,NA,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2012,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,88297,rev IOC 13.08.02,NA,NA,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2013,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,98365.9,rev IOC 13.08.02,NA,NA,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2014,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,86981,rev IOC 15.09.28,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2015,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,89300,rev ioc 16.01.07,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2016,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,89716,rev ioc 16.08.04,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2017,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,91327,rev ioc 17.11.29,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2018,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,89358,NA,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2019,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,90499,rev ioc 12.11.2019,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2020,0805,360,2270,0,9999,PRE-NEED FUNRL CONTRACT,116292.5,rev ioc 03.11.2020,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2021,0805,360,2270,NA,NA,PRE-NEED FUNRL CONTRACT,77365,NA,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,D,SPECIAL STATE FUNDS,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2022,0805,360,2270,NA,9999,PRE-NEED FUNRL CONTRACT,103380,rev_ioc_22.08.01,PRE-NEED FUNERAL CONSUMER PROT,COMPTROLLER,NA,NA,0805,0805,0,NA,1,PRE-NEED FUNERAL CONS PROTECT,D,Special State Funds,1,1,NA,NA,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,PRE-NEED FUNRL CONTRACT,39,.,NA,0,NA,NA,0,39
2012,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,110000,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2013,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,180000,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2014,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,140000,rev IOC 15.09.28,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2015,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,90000,rev ioc 16.01.07,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2016,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,80000,rev ioc 16.08.04,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2017,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,60000,rev ioc 17.11.29,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2018,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,60000,NA,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2019,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,60000,rev ioc 12.11.2019,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
