fy,fund,fund_name,agency,agency_name,appr_org,org_name,obj_seq_type,appn_net_xfer,expenditure,data_source,object,category,sequence,type,trans_agency,trans_type,wh_approp_name,fund_cat,fund_cat_name.x,expenditurethrough6302022,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,refund,pension,eehc,group,group_name,year
2013,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,218500,205301.09,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2013
2013,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,35,NUCLEAR FACILITY SAFETY,11800000,1092500,965568.71,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2013
2013,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,161000,142618.68,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2013
2013,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,45,ENVIRONMENTAL SAFETY,11800000,724500,567315.72,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2013
2014,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,26226,26225.76,exp IOC 15.04.28,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2014
2014,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,473600,383353.62,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2014
2014,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,271400,205645.77,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2014
2014,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,35,NUCLEAR FACILITY SAFETY,11800000,947100,825529.05,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2014
2014,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,150200,120249.41,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2014
2014,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,45,ENVIRONMENTAL SAFETY,11800000,508200,440431.06,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2014
2015,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,23059,23058.88,exp ioc 16.01.07,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2015
2015,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,554400,350412.31,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2015
2015,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,265700,224215.02,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2015
2015,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,20,RADIATION SAFETY,11800000,462000,400763.84,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2015
2015,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,35,NUCLEAR FACILITY SAFETY,11800000,854700,748066.86,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2015
2015,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,161700,92675.22,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2015
2016,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,27500,27416.56,exp ioc 16.10.24,1180,1,00,00,.,.,"COURT ORDER, GROUP INSURANCE",NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2016
2016,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,490000,442327.93,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2016
2016,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,270000,177274.41,exp ioc 16.10.24,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2016
2016,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,20,RADIATION SAFETY,11800000,500000,443067,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2016
2016,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,35,NUCLEAR FACILITY SAFETY,11800000,936000,905977.24,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2016
2016,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,144000,121366.32,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2016
2017,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,29700,29630.88,exp ioc 17.11.29,1180,1,00,00,.,.,"CO,GROUP INSURANCE",NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2017
2017,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,548000,438989.6,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2017
2017,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,189000,166678.32,exp ioc 17.11.29,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2017
2017,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,20,RADIATION SAFETY,11800000,482000,388401.82,exp ioc 17.11.29,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2017
2017,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,35,NUCLEAR FACILITY SAFETY,11800000,840000,716735.88,exp ioc 17.11.29,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2017
2017,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,120000,111266.1,exp ioc 17.11.29,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2017
2018,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,24000,11121.2,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2018
2018,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,279500,183109.3,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2018
2018,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,356600,241836.58,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2018
2018,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,20,RADIATION SAFETY,11800000,646400,472823.44,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2018
2018,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,35,NUCLEAR FACILITY SAFETY,11800000,686900,480578.2,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2018
2018,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,8300,4448.48,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2018
2019,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,24000,6428.6,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2019
2019,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,235700,214505.11,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2019
2019,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,311700,254018.4,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2019
2019,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,20,RADIATION SAFETY,11800000,669500,571272.8,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2019
2019,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,35,NUCLEAR FACILITY SAFETY,11800000,638700,483919.49,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2019
2019,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,8700,3537.82,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2019
2020,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,24000,13874.28,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2020
2020,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,315000,201735.11,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2020
2020,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,405000,231005.54,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2020
2020,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,20,RADIATION SAFETY,11800000,1191500,861062.44,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2020
2020,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,8700,7902.9,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2020
2021,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,15,OPERATIONS,11800000,650000,270565.53,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2021
2021,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,26500,16144.24,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2021
2021,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,20,RADIATION SAFETY,11800000,1532600,1133040.4,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2021
2021,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,40,DISASTER ASSIST&PREPAREDNESS,11800000,207600,34789.95,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2021
2021,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,490500,181778.86,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2021
2022,0796,NUC SAFETY EMERG PREPAREDNESS,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,23500,18638.4,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,18638.400000000005,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2022
2022,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,05,MNGMNT/ADMINISTRATIVE SUPPORT,11800000,490500,44478.84,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,44478.84,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2022
2022,0796,NUC SAFETY EMERG PREPAREDNESS,588,IL EMERGENCY MANAGEMENT AGCY,20,RADIATION SAFETY,11800000,1372000,1177781.47,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,1177781.47,0796,0796,0,NA,1,NUC SAFETY EMERG PREPAREDNESS,D,Special State Funds,1,1,not refund,0,1,941,PUBLIC SAFETY,2022
1998,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,10,ADMINISTRATION,11800000,95400,76966.89,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,1998
1998,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,15,TAX ENFORCEMENT,11800000,148400,124786.15,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,1998
1998,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,27,MANAGEMENT SERVICES,11800000,37100,30674.28,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,1998
1998,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,30,TAX PROCESSING,11800000,450500,359860.71,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,1998
1999,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,10,GOVERNMENT SERVICES,11800000,98400,80385.82,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,1999
1999,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,15,TAX ENFORCEMENT,11800000,147600,133486.97,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,1999
1999,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,27,MANAGEMENT SERVICES,11800000,38300,32302.07,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,1999
1999,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,30,TAX PROCESSING,11800000,470100,394406.16,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,1999
2000,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,10,GOVERNMENT SERVICES,11800000,104400,91759.53,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2000
2000,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,15,TAX ENFORCEMENT,11800000,46680,46652.21,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2000
2000,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,27,MANAGEMENT SERVICES,11800000,649600,584578.57,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2000
2001,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,10,GOVERNMENT SERVICES,11800000,133200,115444.29,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2001
2001,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,15,TAX ENFORCEMENT,11800000,66600,55821.52,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2001
2001,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,27,MANAGEMENT SERVICES,11800000,821400,723967.11,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2001
2002,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,10,GOVERNMENT SERVICES,11800000,151200,143838.24,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2002
2002,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,15,TAX ENFORCEMENT,11800000,75600,63266.38,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2002
2002,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,MANAGEMENT SERVICES,11800000,932400,855542.7,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2002
2003,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,10,GOVERNMENT SERVICES,11800000,176700,125135.33,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2003
